Pond,Date,Week,Block,Rep,Dreisse,Macrophytes,Nutrients,TreatNR,Treatment,pH,TN,orthoP,TP,Nitrate,Temperature,O2,Turbidity,CHL,TED,CtoN,CtoP,c_Cyanobacteria,c_Golden_algae,c_Diatoms,c_Dinoflagellates,c_Cryptophytes,c_Green_algae,c_Achnthaceae,c_Aphanocapsa,c_Asterionella,c_Bicosoeca,c_Carteria,c_Chlamydomos,c_Chroococus,c_Coelastrum_1,c_Coelastrum_2,c_Coelastrum_3,c_Cosmarium_1,c_Cosmarium_2,c_Cryptomos,c_Cyclotella_1,c_Cyclotella_2,c_Diatoma,c_Elakatothrix,c_Erkenia,c_Gomphosphaeria,c_Gymnodinium,c_Haematococcaceae,c_Katablepharis,c_Kirchneriella,c_Lagerheimia_1,c_Lagerheimia_2,c_Leptothrix,c_Mallomos,c_Monoraphidium,c_Nephrocitium,c_Nitzschia,c_Oocystis_1,c_Oocystis_2,c_Pediastrum,c_Peridinium,c_Phacotus,c_Phormidium,c_Pseudoabae,c_Rayssiella,c_Rhodomos,c_Scenedesmus_1,c_Scenedesmus_2,c_Scenedesmus_3,c_Scenedesmus_4,c_Spiruli,c_Stephanodiscus_1,c_Stephanodiscus_2,c_Stephanodiscus_3,c_Synechococcales,c_Synedra_1,c_Synedra_2,c_Synedra_3,c_Tetraedron,c_Willea,c_Unknown_1,c_Unknown_2,c_Unknown_3,c_Unknown_4,c_Unknown_5,c_Unknown_6,c_Unknown_7,c_Unknown_8,c_Unknown_9,c_Unknown_10,c_Unkonwn_11,c_Unknown_12,c_Unknown_13,c_Keratella,c_Others,v_Cyanobacteria,v_Golden_algae,v_Diatoms,v_Dinoflagellates,v_Cryptophytes,v_Green_algae,v_Achnthaceae,v_Aphanocapsa,v_Asterionella,v_Bicosoeca,v_Carteria,v_Chlamydomos,v_Chroococus,v_Coelastrum_1,v_Coelastrum_2,v_Coelastrum_3,v_Cosmarium_1,v_Cosmarium_2,v_Cryptomos,v_Cyclotella_1,v_Cyclotella_2,v_Diatoma,v_Elakatothrix,v_Erkenia,v_Gomphosphaeria,v_Gymnodinium,v_Haematococcaceae,v_Katablepharis,v_Kirchneriella,v_Lagerheimia_1,v_Lagerheimia_2,v_Leptothrix,v_Mallomos,v_Monoraphidium,v_Nephrocitium,v_Nitzschia,v_Oocystis_1,v_Oocystis_2,v_Pediastrum,v_Peridinium,v_Phacotus,v_Phormidium,v_Pseudoabae,v_Rayssiella,v_Rhodomos,v_Scenedesmus_1,v_Scenedesmus_2,v_Scenedesmus_3,v_Scenedesmus_4,v_Spiruli,v_Stephanodiscus_1,v_Stephanodiscus_2,v_Stephanodiscus_3,v_Synechococcales,v_Synedra_1,v_Synedra_2,v_Synedra_3,v_Tetraedron,v_Willea,v_Unknown_1,v_Unknown_2,v_Unknown_3,v_Unknown_4,v_Unknown_5,v_Unknown_6,v_Unknown_7,v_Unknown_8,v_Unknown_9,v_Unknown_10,v_Unkonwn_11,v_Unknown_12,v_Unknown_13,Daphnia_adult,Copepod_adult
4D,7/11/2016,1,4,4,1,1,1,3,MD,8.51,1.161,0.5,6.9,1.038,,,,2.446829268,0.183257745,11.4946474,294.5443061,35937.5,0,172.5,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35937.5,0,0,0,0,0,0,0,0,0,0,0,0,402.5,0,0,0,0,0,0,0,578053.0482,0,158269.44,0,0,195962.8736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6289.217164,0,0,0,0,0,0,158269.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578053.0482,0,0,0,0,0,0,0,0,0,0,0,0,189673.6564,0,0,0,0,0,1,0
5A,7/11/2016,1,5,3,0,1,1,1,M,8.88,0.25,0.5,15.4,0.125,,,,2.146341463,0.224936358,9.889934693,250.0707535,48300,0,517.5,172.5,0,230,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,402.5,0,0,0,0,0,0,0,115,57.5,0,0,0,0,0,57.5,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,48300,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,776903.2966,0,163968.0313,899358.0549,0,30811.1909,79488,0,0,0,0,0,0,0,0,0,0,0,0,0,31723.55129,0,0,0,0,0,0,0,4192.811443,20717.42125,0,0,0,0,0,52756.48,0,0,0,899358.0549,0,0,0,0,0,0,0,0,0,0,0,0,0,776903.2966,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.9582,0,0,0,0,0,2
5B,7/11/2016,1,5,4,0,1,1,1,M,8.42,0.5099,0.5,11.2,0.125,,,,1.40097561,0.266950461,12.5038054,267.5660623,9085,0,460,0,0,2530,115,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,1840,402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085,0,0,0,0,0,0,0,0,0,0,0,0,0,115,172.5,0,0,0,0,0,146131.8106,0,439632.316,0,0,1292305.029,158976,0,0,0,0,0,0,0,0,0,0,0,0,280656.316,0,0,0,0,0,0,0,0,0,662957.4798,605984.5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146131.8106,0,0,0,0,0,0,0,0,0,0,0,0,0,11801.9164,11561.06096,0,0,0,0,0
5C,7/11/2016,1,5,4,1,0,1,2,D,8.53,0.7297,0.5,8.8,0.58,,,,3.555121951,0.19377691,11.1173281,350.5920009,27312.5,0,2875,460,0,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,27312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2415,0,0,0,0,0,0,439320.3167,0,594451.8659,2398288.145,0,247840.2445,0,0,0,0,0,0,0,0,0,0,0,0,0,140328.158,190341.3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263782.4,0,0,0,2398288.145,0,0,0,0,0,0,0,0,0,0,0,0,0,439320.3167,0,0,0,0,0,0,0,0,0,0,0,0,0,247840.2445,0,0,0,0,3,0
5D,7/11/2016,1,5,4,0,0,0,5,O,9.32,0.25,0.5,11.8,0.125,,,,1.393170732,0.235188296,14.45475844,376.8336777,13742.5,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13742.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221047.4856,0,0,0,0,11801.9164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221047.4856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1A,7/18/2016,2,1,1,1,0,1,2,D,8.24,0.738,0.5,10.8,0.541,22.4,97.4,0.8,0.55804878,0.248852149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B,7/18/2016,2,1,1,0,0,1,4,C,8.45,0.8315,0.5,12.3,0.672,22.2,105.3,1.2,3.324878049,0.159683636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C,7/18/2016,2,1,2,0,0,1,4,C,8.22,1.006,0.5,13.1,0.819,22.1,97.5,1,1.756097561,0.099020112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D,7/18/2016,2,1,1,0,0,0,5,O,8.84,0.25,1.4,9.6,0.125,22.2,93.2,1.2,1.268292683,0.191121835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,7/18/2016,2,2,1,1,1,1,3,MD,8.44,0.7979,1.4,9.3,0.646,22.5,111.4,0.9,3.430243902,0.121349228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,7/18/2016,2,2,3,0,0,1,4,C,8.32,0.7971,0.5,24.3,0.605,22.4,101.4,2,5.916097561,0.183425558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2C,7/18/2016,2,2,2,1,1,1,3,MD,8.29,0.7342,1.3,19.6,0.568,22.1,105.8,1.3,3.980487805,0.113007366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D,7/18/2016,2,2,1,0,1,1,1,M,8.42,0.6821,1.8,21,0.497,22.1,114.5,1.6,7.652682927,0.241200265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A,7/18/2016,2,3,4,0,0,1,4,C,8.24,1.193,1.7,33.2,1.011,22.5,91.8,1.1,0.23804878,0.192048284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3B,7/18/2016,2,3,2,0,0,0,5,O,8.84,0.7361,2.5,20.6,0.566,21,119.4,2.2,5.381463415,0.202978867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C,7/18/2016,2,3,3,0,0,0,5,O,8.24,0.6471,2.1,30.8,0.369,21.9,85.3,0.7,0.608780488,0.194138649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3D,7/18/2016,2,3,2,0,1,1,1,M,8.5,0.7986,3.9,37.9,0.571,21.5,108.3,0.9,4.822299652,0.283900588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A,7/18/2016,2,4,2,1,0,1,2,D,8.86,0.912,3.9,28.5,0.692,22.4,123.4,1.2,3.430243902,0.27896931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B,7/18/2016,2,4,3,1,1,1,3,MD,8.74,0.9769,3.5,28.8,0.839,22.6,127.3,1.4,4.651707317,0.26879372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C,7/18/2016,2,4,3,1,0,1,2,D,8.53,0.5515,7.7,26.1,0.347,22.3,106.7,0.6,0.468292683,0.308333506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D,7/18/2016,2,4,4,1,1,1,3,MD,8.41,0.9824,9.4,24,0.82,22.5,106.5,0.7,0.597073171,0.205265715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A,7/18/2016,2,5,3,0,1,1,1,M,8.34,0.25,7.4,24,0.125,22.8,113.4,0.5,0.975609756,0.287846207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5B,7/18/2016,2,5,4,0,1,1,1,M,8.36,0.25,8.2,17.6,0.125,23,104.7,0.7,0.8,0.406962381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5C,7/18/2016,2,5,4,1,0,1,2,D,8.42,0.6068,11.3,16.6,0.434,22.7,105.3,1.6,3.067317073,0.178158031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5D,7/18/2016,2,5,4,0,0,0,5,O,8.94,0.25,9.9,12.3,0.125,22.7,120.6,0.3,0.109268293,0.318767311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A,7/25/2016,3,1,1,1,0,1,2,D,7.95,0.621,0.5,3.6,0.435,25.3,102.3,0.6,0.581463415,0.214872707,14.13945234,458.2896392,2645,0,115,57.5,57.5,115,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2645,0,0,0,0,0,0,0,0,0,57.5,0,0,0,115,0,0,0,0,0,0,42544.70435,0,78720.73587,299786.0182,55493.09263,11801.9164,0,0,0,0,0,0,0,0,0,0,0,0,55493.09263,0,4531.935898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299786.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,42544.70435,0,0,0,0,0,0,0,0,0,74188.8,0,0,0,11801.9164,0,0,0,0,2,0
1B,7/25/2016,3,1,1,0,0,1,4,C,8.33,0.6365,0.5,6.4,0.504,25.2,110.2,0.5,2.15804878,0.0595138,11.28799227,336.6175843,9085,0,920,0,172.5,230,115,0,0,0,0,0,0,0,0,0,0,0,172.5,460,345,0,0,0,0,0,0,0,57.5,115,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146131.8106,0,560376.0367,0,166479.2779,130100.4727,158976,0,0,0,0,0,0,0,0,0,0,0,166479.2779,374208.4213,27191.61539,0,0,0,0,0,0,0,2096.405722,41434.8425,86569.22453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146131.8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1C,7/25/2016,3,1,2,0,0,1,4,C,8.26,0.785,0.5,6.9,0.661,25.1,115.4,1.1,4.850731707,0.077227553,11.25770676,621.5841991,31970,0,230,0,57.5,517.5,0,0,0,0,0,0,0,0,0,0,0,0,57.5,230,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31970,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,115,0,0,0,0,0,514235.9917,0,187104.2106,0,55493.09263,137912.8597,0,0,0,0,0,0,0,0,0,0,0,0,55493.09263,187104.2106,0,0,0,0,0,0,0,0,0,124304.5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514235.9917,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.9582,7707.37398,0,0,0,0,1
1D,7/25/2016,3,1,1,0,0,0,5,O,8.33,0.25,0.5,7.3,0.125,25.1,96.4,0.4,1.112195122,0.241891173,9.210015152,456.0505197,460,0,57.5,0,0,460,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,115,0,0,0,0,0,7399.079018,0,74188.8,0,0,275430.7164,0,0,0,0,0,0,0,0,164136.2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103587.1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7399.079018,0,0,0,0,0,0,0,0,0,74188.8,0,0,0,0,7707.37398,0,0,0,2,0
2A,7/25/2016,3,2,1,1,1,1,3,MD,8.56,0.601,0.5,8.8,0.468,25.3,124,1,4.72195122,0.170434847,9.916409383,527.5352865,10235,0,115,57.5,0,1322.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,517.5,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,10235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0,0,0,0,0,164629.5082,0,9063.871798,299786.0182,0,240408.4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9063.871798,0,0,0,0,0,0,0,0,186456.7912,0,0,0,0,0,0,0,0,0,299786.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,164629.5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53951.61784,0,0,0,0,0
2B,7/25/2016,3,2,3,0,0,1,4,C,8.4,0.645,0.5,10.2,0.507,25.1,111.8,1.6,6.579512195,0.164432953,13.11403087,596.9435596,57500,0,345,172.5,230,2242.5,0,0,0,0,0,0,0,0,57.5,0,0,0,230,0,230,0,0,0,0,0,0,0,0,575,0,0,0,0,0,115,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,57500,0,0,0,0,0,0,0,0,0,0,0,0,0,690,920,0,0,0,0,0,924884.8774,0,123640.7036,899358.0549,221972.3705,503780.939,0,0,0,0,0,0,0,0,164136.2362,0,0,0,221972.3705,0,18127.7436,0,0,0,0,0,0,0,0,207174.2125,0,0,0,0,0,105512.96,0,0,0,899358.0549,0,0,0,0,0,0,0,0,0,0,0,0,0,924884.8774,0,0,0,0,0,0,0,0,0,0,0,0,0,70811.4984,61658.99179,0,0,0,0,0
2C,7/25/2016,3,2,2,1,1,1,3,MD,8.71,0.505,0.5,10.5,0.365,25.1,125.6,1.5,6.922926829,0.056179695,12.67272977,686.8703597,56292.5,57.5,230,0,0,230,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55372.5,0,0,0,0,0,920,0,0,0,57.5,0,0,0,115,115,0,0,0,0,0,903670.3306,3776.613249,285921.28,0,0,19509.29038,158976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776.613249,0,0,0,0,0,0,0,0,0,0,0,52756.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890664.1365,0,0,0,0,0,13006.19359,0,0,0,74188.8,0,0,0,11801.9164,7707.37398,0,0,0,0,0
2D,7/25/2016,3,2,1,0,1,1,1,M,8.62,0.514,0.5,11.3,0.33,25.3,126.1,1.7,6.4,0.233135727,12.09557806,509.1792726,16790,0,1035,345,402.5,4312.5,0,0,0,0,0,230,0,0,0,0,0,0,402.5,1035,0,0,0,0,0,0,0,0,57.5,2760,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,16790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,0,0,0,0,0,270066.3842,0,841968.9482,1798716.109,388451.6484,1132614.021,0,0,0,0,0,51300.28119,0,0,0,0,0,0,388451.6484,841968.9482,0,0,0,0,0,0,0,0,2096.405722,994436.2202,0,0,0,0,0,0,0,0,0,1798716.109,0,0,0,0,0,0,0,0,0,0,0,0,0,270066.3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84781.11374,0,0,0,0,0
3A,7/25/2016,3,3,4,0,0,1,4,C,8.29,1.042,0.5,5.1,0.925,24.9,107.3,0.5,2.723344948,0.168045421,10.89497761,516.0011384,3852.5,0,345,0,115,1265,0,0,0,0,57.5,57.5,0,0,0,0,0,0,115,345,0,0,0,0,0,0,0,0,0,1092.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,61967.28678,0,280656.316,0,110986.1852,432506.9981,0,0,0,0,22197.23705,12825.0703,0,0,0,0,0,0,110986.1852,280656.316,0,0,0,0,0,0,0,0,0,393631.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61967.28678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853.686989,0,0,0,0,0
3B,7/25/2016,3,3,2,0,0,0,5,O,8.18,0.671,0.5,4.9,0.443,24.6,102.1,0.9,0.222996516,0.217000261,13.67778975,688.3420038,460,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,7399.079018,0,0,0,0,32278.48222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20717.42125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7399.079018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11561.06096,0,0,0,2,0
3C,7/25/2016,3,3,3,0,0,0,5,O,8.23,0.559,0.5,5,0.284,25.3,100.8,0.4,0.788292683,0.29661161,13.19155864,480.8246943,517.5,0,230,0,115,517.5,57.5,0,0,0,0,0,0,0,0,0,0,0,115,0,172.5,0,0,0,0,0,0,0,0,517.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8323.963896,0,93083.80767,0,110986.1852,186456.7912,79488,0,0,0,0,0,0,0,0,0,0,0,110986.1852,0,13595.8077,0,0,0,0,0,0,0,0,186456.7912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8323.963896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3D,7/25/2016,3,3,2,0,1,1,1,M,8.24,0.631,0.5,5.8,0.415,24.8,112.9,0.4,0.554146341,0.279174566,11.71730183,405.8056405,402.5,57.5,172.5,0,230,517.5,0,0,0,0,0,0,0,0,0,0,0,0,230,172.5,0,0,0,57.5,0,0,0,0,0,287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,172.5,0,0,0,0,0,6474.19414,3776.613249,140328.158,0,221972.3705,121049.1254,0,0,0,0,0,0,0,0,0,0,0,0,221972.3705,140328.158,0,0,0,3776.613249,0,0,0,0,0,103587.1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6474.19414,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.9582,11561.06096,0,0,0,0,0
4A,7/25/2016,3,4,2,1,0,1,2,D,8.56,0.737,0.5,8.6,0.51,24.9,116.3,1,3.96097561,0.387261792,10.1993599,547.9179492,402.5,0,57.5,57.5,57.5,460,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,402.5,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,115,0,0,0,0,0,6474.19414,0,74188.8,299786.0182,55493.09263,132011.9015,0,0,0,0,0,0,0,0,0,0,0,0,55493.09263,0,0,0,0,0,0,0,0,0,0,124304.5275,0,0,0,0,0,0,0,0,0,299786.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,6474.19414,0,0,0,0,0,0,0,0,0,74188.8,0,0,0,0,7707.37398,0,0,0,1,0
